,red,green,blue,infrated
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.11395071102426824,0.11395071102426824,0.11395071102426824,0.0
76,0.15905777550540118,0.15905777550540118,0.15905777550540118,0.0
77,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.0
78,0.2192469376669465,0.2192469376669465,0.2192469376669465,0.0
79,0.24206145913796356,0.24206145913796356,0.24206145913796356,0.0
80,0.2618914004394621,0.2618914004394621,0.2618914004394621,0.0
81,0.2794253472534049,0.2794253472534049,0.2794253472534049,0.0
82,0.29511924611845514,0.2951192461184552,0.2951192461184552,0.0
83,0.30929478706587094,0.30929478706587094,0.30929478706587094,0.0
84,0.3221897397089212,0.3221897397089212,0.3221897397089212,0.0
85,0.3339862003801179,0.3339862003801179,0.3339862003801179,0.0
86,0.3448275862068965,0.3448275862068965,0.3448275862068965,0.0
87,0.3548294317271816,0.3548294317271817,0.3548294317271817,0.0
88,0.36408655609032914,0.36408655609032925,0.36408655609032925,0.0
89,0.3726779962499649,0.37267799624996495,0.37267799624996495,0.0
90,0.380670507157995,0.380670507157995,0.380670507157995,0.0
91,0.38812111024689394,0.38812111024689394,0.38812111024689394,0.0
92,0.39507899077148034,0.39507899077148034,0.39507899077148034,0.0
93,0.40158693804631646,0.40158693804631646,0.40158693804631646,0.0
94,0.4076824574955177,0.4076824574955177,0.4076824574955177,0.0
95,0.41339864235384227,0.41339864235384227,0.41339864235384227,0.0
96,0.41876486621834835,0.41876486621834835,0.41876486621834835,0.0
97,0.42380733994479974,0.42380733994479974,0.42380733994479974,0.0
98,0.42854956435548325,0.42854956435548325,0.42854956435548325,0.0
99,0.4330127018922193,0.4330127018922193,0.4330127018922193,0.0
